name,location,latitude,longitude
PASEO LADKRABANG (DRIVE-THRU),"318/5-8 Ladkrabang Road, Ladkrabang, Bangkok 10520",13.721825,100.727497
"CHAWENG GARDEN, KOH SAMUI","194/2-3 Moo 2, Leab Had Chaweng Road, Bopud, Koh Samui, Suratthani 84320",9.528545,100.059847
"JUNGCEYLON 1, PATONG PHUKET","193 Rat-U-thit 200 Pee Road, Patong, Kratu, Phuket 83120",7.891374,98.299257
"KHAOLAK PLAZA, PHANG-NGA","8/42 Moo 7 Petchkasem Road, Kuekkak, Takuapa, Phang Nga 82190",8.665903,98.252985
LOTUS 'S CHOENGTALAY PHUKET,"474 Sarinthorn Road, Choengtalay, Talang, Phuket 83110",7.986159,98.301737
SADAO DANNOK,"55/1 Kanchanawanich Road, Samnakkham, Sadao, Songkla 90320",6.522407,100.418502
CENTRAL PHITSANULOK,"9/99 Moo 5, Singhawat Road, Plai Chumpol, Muang Phitsanulok, Phitsanulok 65000",16.840897,100.23472
STAR AVENUE CHIANGMAI (DRIVE-THRU),"8 Super Highway (Chiangmai-Lampang) Road, Watkade, Muang Chiangmai, Chiangmai 50000",18.800299,99.019199
VC PATTAYA,"59/15 Moo 10 Pratamnak Road, Nongprue, Banglamung, Chonburi 20150",12.924447,100.873429
NICHADA THANI PAKKRED,"359/1 Moo 1 Samakki Road, Tasai, Muang Nonthaburi, Nonthaburi 11000",13.884942,100.522668
KLAENG RAYONG (DRIVE-THRU),"218/8 Sukhumvit Road, Tangkwean, Klang, Rayong 21110",12.786262,101.664111
CENTRAL MARINA PATTAYA,"78/54-56 Moo 9 Pattaya Sai 2 Road, Nongprue, Banglamung, Chonburi 20150",12.94565,100.889549
SHOW DC RAMA 9,"99/6-9 Rimklong Bangkapi Road, Bangkapi, Huai Kwang, Bangkok 10310",13.751693,100.572528
HARBOR MALL LAEMCHABANG,"4/222 Moo 10 Sukhumvit Road, Thungsukla, Sriracha, Chonburi 20230",13.079264,100.920378
IBIS KAOSAN,"42 Soi Rambuttree, Tani Road, Taladyod, Pranakorn, Bangkok 10200",13.759709,100.497659
MARKET PLACE DUSIT (RELOCATED FROM ST.GABRIEL),"157/19 Rajvithi Road, Wachira Payaban, Dusit, Bangkok 10300",13.779179,100.507613
SHELL RAMINDRA (DRIVE-THRU),"111/8 Ramindra Road, Anusaowaree, Bangkhen, Bangkok 10220",13.871257,100.60333
WHIZDOM (101 THE THIRD PLACE) RELOCATED FROM PIYAROM,"101 Sukhumvit Road, Bangchak, Prakanong, Bangkok 10260",13.685659,100.611335
ESSO WANGMANAO (DRIVE-THRU),"168 Moo 3, Petchkasem, Huairong, Kaoyoi, Petchburi 76140",13.302462,99.824767
THONBURI MARKET PLACE (DRIVE-THRU),"58 Boromratchonnanee Road, Salathamsop, Taweewattana, Bangkok 10170",13.784778,100.396632
PT BOROM SALAYA (DRIVE-THRU),"840/2 Boromratchonnanee Road, Salathamsop, Taweewattana, Bangkok 10170",13.78857,100.341953
MAHIDOL SALAYA (DRIVE-THRU),"88/8 Moo 4 Salaya, Putthamonthol, Nakornpathom 73170",13.801684,100.312122
SUVARNABHUMI INTER AIRSIDE (CONCOURSE D),"999 Moo 1 Passenger Terminal Suvarnabhumi Airport, 4th Floor, Nongprue, Bangphli, Samutprakarn 10540",13.690512,100.753464
SVB INTER AIRSIDE (CONCOURSE F),"999 Moo 1 Passenger Terminal Suvarnabhumi Airport, 4th Floor, Nongprue, Bangphli, Samutprakarn 10540",13.692768,100.745483
"SVB LANDSIDE (MEETING POINT, 3rd FLOOR)","999 Moo 1 Passenger Terminal Suvarnabhumi Airport, 3rd Floor, Nongprue, Bangphli, Samutprakarn 10540",13.692073,100.750917
PTT VIBHAVADI RANGSIT RAB 1,"181/5 Vibhavadi Rangsit Road, Samsennai, Phayathai, Bangkok 10400",13.779541,100.55601
LOTUS 'S AMATA NAKORN,"700/75 Bangna-Trad Road, Klong Tamru, Muang Chonburi, Chonburi 20000",13.425333,101.004449
